zona,geohash6,data,Hora,Minuto,localizacao_dicofre,rua,cidade,nivel_de_intensidade,velocidade,velocidade_kmh,atraso,comprimento,latitude,longitude,geowkt,geo
Avenida do Colégio Militar,eyckqy,2026-08-31,17,55,110639,R. Prof. Reinaldo dos Santos,LISBOA,20% a 1% da velocidade de fluxo livre,3.23056,11.63,86,562,38.7505,-9.18621,"LineString(-9.188389 38.749582, -9.188318 38.749767, -9.187933 38.750576, -9.187868 38.750663, -9.187776 38.750737, -9.187666 38.75079, -9.187553 38.750823, -9.187416 38.750834, -9.186888 38.750794, -9.186191 38.750741, -9.185506 38.750689, -9.185342 38.750677, -9.185031 38.75066, -9.184822 38.750648, -9.184615 38.750618, -9.184506 38.750579, -9.184417 38.750533, -9.184305 38.75043, -9.184267 38.750329, -9.184297 38.750051, -9.184311 38.749916, -9.18433 38.74975, -9.184391 38.749463)","LINESTRING(-9.188389 38.749582, -9.188318 38.749767, -9.187933 38.750576, -9.187868 38.750663, -9.187776 38.750737, -9.187666 38.75079, -9.187553 38.750823, -9.187416 38.750834, -9.186888 38.750794, -9.186191 38.750741, -9.185506 38.750689, -9.185342 38.750677, -9.185031 38.75066, -9.184822 38.750648, -9.184615 38.750618, -9.184506 38.750579, -9.184417 38.750533, -9.184305 38.75043, -9.184267 38.750329, -9.184297 38.750051, -9.184311 38.749916, -9.18433 38.74975, -9.184391 38.749463)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,57,110608,R. Dr. João Couto,LISBOA,40% a 21% da velocidade de fluxo livre,1.70556,6.14,160,380,38.7505,-9.18962,"LineString(-9.191179 38.750137, -9.190741 38.750051, -9.190574 38.750021, -9.190007 38.749907, -9.189657 38.749848, -9.189553 38.74986, -9.189477 38.749911, -9.189069 38.750806, -9.188945 38.751035, -9.188752 38.751392, -9.188694 38.751499, -9.188715 38.751656, -9.188874 38.751784)","LINESTRING(-9.191179 38.750137, -9.190741 38.750051, -9.190574 38.750021, -9.190007 38.749907, -9.189657 38.749848, -9.189553 38.74986, -9.189477 38.749911, -9.189069 38.750806, -9.188945 38.751035, -9.188752 38.751392, -9.188694 38.751499, -9.188715 38.751656, -9.188874 38.751784)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,57,110608,R. Dr. João Couto,LISBOA,40% a 21% da velocidade de fluxo livre,2.28056,8.21,80,275,38.7507,-9.18918,"LineString(-9.190007 38.749907, -9.189657 38.749848, -9.189553 38.74986, -9.189477 38.749911, -9.189069 38.750806, -9.188945 38.751035, -9.188752 38.751392, -9.188694 38.751499, -9.188715 38.751656, -9.188874 38.751784)","LINESTRING(-9.190007 38.749907, -9.189657 38.749848, -9.189553 38.74986, -9.189477 38.749911, -9.189069 38.750806, -9.188945 38.751035, -9.188752 38.751392, -9.188694 38.751499, -9.188715 38.751656, -9.188874 38.751784)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,57,110608,R. Dr. João Couto,LISBOA,40% a 21% da velocidade de fluxo livre,2.51111,9.04,89,380,38.7505,-9.18962,"LineString(-9.191179 38.750137, -9.190741 38.750051, -9.190574 38.750021, -9.190007 38.749907, -9.189657 38.749848, -9.189553 38.74986, -9.189477 38.749911, -9.189069 38.750806, -9.188945 38.751035, -9.188752 38.751392, -9.188694 38.751499, -9.188715 38.751656, -9.188874 38.751784)","LINESTRING(-9.191179 38.750137, -9.190741 38.750051, -9.190574 38.750021, -9.190007 38.749907, -9.189657 38.749848, -9.189553 38.74986, -9.189477 38.749911, -9.189069 38.750806, -9.188945 38.751035, -9.188752 38.751392, -9.188694 38.751499, -9.188715 38.751656, -9.188874 38.751784)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,57,110639,"Ac. Av. Lusíada (O), Pontinha, Benfica, Hipermercado",LISBOA,60% a 41% da velocidade de fluxo livre,0.472222,1.7,351,176,38.7525,-9.18662,"LineString(-9.186998 38.752614, -9.186849 38.752714, -9.186762 38.752745, -9.186655 38.752759, -9.186553 38.75275, -9.186458 38.752715, -9.186381 38.752666, -9.186327 38.752603, -9.186295 38.752528, -9.186285 38.752458, -9.186301 38.752385, -9.186335 38.752322, -9.186399 38.752264, -9.186473 38.752219, -9.186561 38.75219, -9.186664 38.75218, -9.186757 38.752195, -9.187091 38.752295)","LINESTRING(-9.186998 38.752614, -9.186849 38.752714, -9.186762 38.752745, -9.186655 38.752759, -9.186553 38.75275, -9.186458 38.752715, -9.186381 38.752666, -9.186327 38.752603, -9.186295 38.752528, -9.186285 38.752458, -9.186301 38.752385, -9.186335 38.752322, -9.186399 38.752264, -9.186473 38.752219, -9.186561 38.75219, -9.186664 38.75218, -9.186757 38.752195, -9.187091 38.752295)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,57,110639,"Ac. Av. Lusíada (O), Pontinha, Benfica, Hipermercado",LISBOA,60% a 41% da velocidade de fluxo livre,0.477778,1.72,347,176,38.7525,-9.18662,"LineString(-9.186998 38.752614, -9.186849 38.752714, -9.186762 38.752745, -9.186655 38.752759, -9.186553 38.75275, -9.186458 38.752715, -9.186381 38.752666, -9.186327 38.752603, -9.186295 38.752528, -9.186285 38.752458, -9.186301 38.752385, -9.186335 38.752322, -9.186399 38.752264, -9.186473 38.752219, -9.186561 38.75219, -9.186664 38.75218, -9.186757 38.752195, -9.187091 38.752295)","LINESTRING(-9.186998 38.752614, -9.186849 38.752714, -9.186762 38.752745, -9.186655 38.752759, -9.186553 38.75275, -9.186458 38.752715, -9.186381 38.752666, -9.186327 38.752603, -9.186295 38.752528, -9.186285 38.752458, -9.186301 38.752385, -9.186335 38.752322, -9.186399 38.752264, -9.186473 38.752219, -9.186561 38.75219, -9.186664 38.75218, -9.186757 38.752195, -9.187091 38.752295)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,57,110639,"Ac. Av. Lusíada (O), Pontinha, Benfica, Hipermercado",LISBOA,60% a 41% da velocidade de fluxo livre,0.497222,1.79,334,176,38.7525,-9.18662,"LineString(-9.186998 38.752614, -9.186849 38.752714, -9.186762 38.752745, -9.186655 38.752759, -9.186553 38.75275, -9.186458 38.752715, -9.186381 38.752666, -9.186327 38.752603, -9.186295 38.752528, -9.186285 38.752458, -9.186301 38.752385, -9.186335 38.752322, -9.186399 38.752264, -9.186473 38.752219, -9.186561 38.75219, -9.186664 38.75218, -9.186757 38.752195, -9.187091 38.752295)","LINESTRING(-9.186998 38.752614, -9.186849 38.752714, -9.186762 38.752745, -9.186655 38.752759, -9.186553 38.75275, -9.186458 38.752715, -9.186381 38.752666, -9.186327 38.752603, -9.186295 38.752528, -9.186285 38.752458, -9.186301 38.752385, -9.186335 38.752322, -9.186399 38.752264, -9.186473 38.752219, -9.186561 38.75219, -9.186664 38.75218, -9.186757 38.752195, -9.187091 38.752295)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,57,110639,"Ac. Av. Lusíada (O), Pontinha, Benfica, Hipermercado",LISBOA,60% a 41% da velocidade de fluxo livre,0.508333,1.83,326,176,38.7525,-9.18662,"LineString(-9.186998 38.752614, -9.186849 38.752714, -9.186762 38.752745, -9.186655 38.752759, -9.186553 38.75275, -9.186458 38.752715, -9.186381 38.752666, -9.186327 38.752603, -9.186295 38.752528, -9.186285 38.752458, -9.186301 38.752385, -9.186335 38.752322, -9.186399 38.752264, -9.186473 38.752219, -9.186561 38.75219, -9.186664 38.75218, -9.186757 38.752195, -9.187091 38.752295)","LINESTRING(-9.186998 38.752614, -9.186849 38.752714, -9.186762 38.752745, -9.186655 38.752759, -9.186553 38.75275, -9.186458 38.752715, -9.186381 38.752666, -9.186327 38.752603, -9.186295 38.752528, -9.186285 38.752458, -9.186301 38.752385, -9.186335 38.752322, -9.186399 38.752264, -9.186473 38.752219, -9.186561 38.75219, -9.186664 38.75218, -9.186757 38.752195, -9.187091 38.752295)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,57,110639,"Ac. Av. Lusíada (O), Pontinha, Benfica, Hipermercado",LISBOA,60% a 41% da velocidade de fluxo livre,0.558333,2.01,295,176,38.7525,-9.18662,"LineString(-9.186998 38.752614, -9.186849 38.752714, -9.186762 38.752745, -9.186655 38.752759, -9.186553 38.75275, -9.186458 38.752715, -9.186381 38.752666, -9.186327 38.752603, -9.186295 38.752528, -9.186285 38.752458, -9.186301 38.752385, -9.186335 38.752322, -9.186399 38.752264, -9.186473 38.752219, -9.186561 38.75219, -9.186664 38.75218, -9.186757 38.752195, -9.187091 38.752295)","LINESTRING(-9.186998 38.752614, -9.186849 38.752714, -9.186762 38.752745, -9.186655 38.752759, -9.186553 38.75275, -9.186458 38.752715, -9.186381 38.752666, -9.186327 38.752603, -9.186295 38.752528, -9.186285 38.752458, -9.186301 38.752385, -9.186335 38.752322, -9.186399 38.752264, -9.186473 38.752219, -9.186561 38.75219, -9.186664 38.75218, -9.186757 38.752195, -9.187091 38.752295)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,57,110639,"Ac. Av. Lusíada (O), Pontinha, Benfica, Hipermercado",LISBOA,60% a 41% da velocidade de fluxo livre,0.591667,2.13,276,176,38.7525,-9.18662,"LineString(-9.186998 38.752614, -9.186849 38.752714, -9.186762 38.752745, -9.186655 38.752759, -9.186553 38.75275, -9.186458 38.752715, -9.186381 38.752666, -9.186327 38.752603, -9.186295 38.752528, -9.186285 38.752458, -9.186301 38.752385, -9.186335 38.752322, -9.186399 38.752264, -9.186473 38.752219, -9.186561 38.75219, -9.186664 38.75218, -9.186757 38.752195, -9.187091 38.752295)","LINESTRING(-9.186998 38.752614, -9.186849 38.752714, -9.186762 38.752745, -9.186655 38.752759, -9.186553 38.75275, -9.186458 38.752715, -9.186381 38.752666, -9.186327 38.752603, -9.186295 38.752528, -9.186285 38.752458, -9.186301 38.752385, -9.186335 38.752322, -9.186399 38.752264, -9.186473 38.752219, -9.186561 38.75219, -9.186664 38.75218, -9.186757 38.752195, -9.187091 38.752295)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,57,110639,"Ac. Av. Lusíada (O), Pontinha, Benfica, Hipermercado",LISBOA,60% a 41% da velocidade de fluxo livre,0.783333,2.82,204,176,38.7525,-9.18662,"LineString(-9.186998 38.752614, -9.186849 38.752714, -9.186762 38.752745, -9.186655 38.752759, -9.186553 38.75275, -9.186458 38.752715, -9.186381 38.752666, -9.186327 38.752603, -9.186295 38.752528, -9.186285 38.752458, -9.186301 38.752385, -9.186335 38.752322, -9.186399 38.752264, -9.186473 38.752219, -9.186561 38.75219, -9.186664 38.75218, -9.186757 38.752195, -9.187091 38.752295)","LINESTRING(-9.186998 38.752614, -9.186849 38.752714, -9.186762 38.752745, -9.186655 38.752759, -9.186553 38.75275, -9.186458 38.752715, -9.186381 38.752666, -9.186327 38.752603, -9.186295 38.752528, -9.186285 38.752458, -9.186301 38.752385, -9.186335 38.752322, -9.186399 38.752264, -9.186473 38.752219, -9.186561 38.75219, -9.186664 38.75218, -9.186757 38.752195, -9.187091 38.752295)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,57,110639,"Ac. Av. Lusíada (O), Pontinha, Benfica, Hipermercado",LISBOA,60% a 41% da velocidade de fluxo livre,0.833333,3,191,176,38.7525,-9.18662,"LineString(-9.186998 38.752614, -9.186849 38.752714, -9.186762 38.752745, -9.186655 38.752759, -9.186553 38.75275, -9.186458 38.752715, -9.186381 38.752666, -9.186327 38.752603, -9.186295 38.752528, -9.186285 38.752458, -9.186301 38.752385, -9.186335 38.752322, -9.186399 38.752264, -9.186473 38.752219, -9.186561 38.75219, -9.186664 38.75218, -9.186757 38.752195, -9.187091 38.752295)","LINESTRING(-9.186998 38.752614, -9.186849 38.752714, -9.186762 38.752745, -9.186655 38.752759, -9.186553 38.75275, -9.186458 38.752715, -9.186381 38.752666, -9.186327 38.752603, -9.186295 38.752528, -9.186285 38.752458, -9.186301 38.752385, -9.186335 38.752322, -9.186399 38.752264, -9.186473 38.752219, -9.186561 38.75219, -9.186664 38.75218, -9.186757 38.752195, -9.187091 38.752295)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,57,110639,"Ac. Av. Lusíada (O), Pontinha, Benfica, Hipermercado",LISBOA,60% a 41% da velocidade de fluxo livre,0.838889,3.02,190,176,38.7525,-9.18662,"LineString(-9.186998 38.752614, -9.186849 38.752714, -9.186762 38.752745, -9.186655 38.752759, -9.186553 38.75275, -9.186458 38.752715, -9.186381 38.752666, -9.186327 38.752603, -9.186295 38.752528, -9.186285 38.752458, -9.186301 38.752385, -9.186335 38.752322, -9.186399 38.752264, -9.186473 38.752219, -9.186561 38.75219, -9.186664 38.75218, -9.186757 38.752195, -9.187091 38.752295)","LINESTRING(-9.186998 38.752614, -9.186849 38.752714, -9.186762 38.752745, -9.186655 38.752759, -9.186553 38.75275, -9.186458 38.752715, -9.186381 38.752666, -9.186327 38.752603, -9.186295 38.752528, -9.186285 38.752458, -9.186301 38.752385, -9.186335 38.752322, -9.186399 38.752264, -9.186473 38.752219, -9.186561 38.75219, -9.186664 38.75218, -9.186757 38.752195, -9.187091 38.752295)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,57,110639,"Ac. Av. Lusíada (O), Pontinha, Benfica, Hipermercado",LISBOA,60% a 41% da velocidade de fluxo livre,0.847222,3.05,187,176,38.7525,-9.18662,"LineString(-9.186998 38.752614, -9.186849 38.752714, -9.186762 38.752745, -9.186655 38.752759, -9.186553 38.75275, -9.186458 38.752715, -9.186381 38.752666, -9.186327 38.752603, -9.186295 38.752528, -9.186285 38.752458, -9.186301 38.752385, -9.186335 38.752322, -9.186399 38.752264, -9.186473 38.752219, -9.186561 38.75219, -9.186664 38.75218, -9.186757 38.752195, -9.187091 38.752295)","LINESTRING(-9.186998 38.752614, -9.186849 38.752714, -9.186762 38.752745, -9.186655 38.752759, -9.186553 38.75275, -9.186458 38.752715, -9.186381 38.752666, -9.186327 38.752603, -9.186295 38.752528, -9.186285 38.752458, -9.186301 38.752385, -9.186335 38.752322, -9.186399 38.752264, -9.186473 38.752219, -9.186561 38.75219, -9.186664 38.75218, -9.186757 38.752195, -9.187091 38.752295)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,57,110639,"Ac. Av. Lusíada (O), Pontinha, Benfica, Hipermercado",LISBOA,60% a 41% da velocidade de fluxo livre,1.00556,3.62,155,176,38.7525,-9.18662,"LineString(-9.186998 38.752614, -9.186849 38.752714, -9.186762 38.752745, -9.186655 38.752759, -9.186553 38.75275, -9.186458 38.752715, -9.186381 38.752666, -9.186327 38.752603, -9.186295 38.752528, -9.186285 38.752458, -9.186301 38.752385, -9.186335 38.752322, -9.186399 38.752264, -9.186473 38.752219, -9.186561 38.75219, -9.186664 38.75218, -9.186757 38.752195, -9.187091 38.752295)","LINESTRING(-9.186998 38.752614, -9.186849 38.752714, -9.186762 38.752745, -9.186655 38.752759, -9.186553 38.75275, -9.186458 38.752715, -9.186381 38.752666, -9.186327 38.752603, -9.186295 38.752528, -9.186285 38.752458, -9.186301 38.752385, -9.186335 38.752322, -9.186399 38.752264, -9.186473 38.752219, -9.186561 38.75219, -9.186664 38.75218, -9.186757 38.752195, -9.187091 38.752295)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,57,110639,Lg. Pedro Correia Marques,LISBOA,60% a 41% da velocidade de fluxo livre,1.19167,4.29,88,180,38.7504,-9.18645,"LineString(-9.186191 38.750741, -9.186382 38.750356, -9.186517 38.750396, -9.186603 38.750373, -9.186678 38.750216, -9.186653 38.750163, -9.186498 38.75012, -9.186382 38.750356, -9.186191 38.750741)","LINESTRING(-9.186191 38.750741, -9.186382 38.750356, -9.186517 38.750396, -9.186603 38.750373, -9.186678 38.750216, -9.186653 38.750163, -9.186498 38.75012, -9.186382 38.750356)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,58,110608,[BUS],LISBOA,60% a 41% da velocidade de fluxo livre,1.34167,4.83,210,315,38.7544,-9.19172,"LineString(-9.19324 38.754991, -9.192983 38.754992, -9.192832 38.754974, -9.192666 38.754938, -9.192486 38.754875, -9.191139 38.754155, -9.190371 38.753422)","LINESTRING(-9.19324 38.754991, -9.192983 38.754992, -9.192832 38.754974, -9.192666 38.754938, -9.192486 38.754875, -9.191139 38.754155, -9.190371 38.753422)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,58,110611,,LISBOA,40% a 21% da velocidade de fluxo livre,1.24444,4.48,107,166,38.754,-9.18682,"LineString(-9.187554 38.753549, -9.187261 38.753659, -9.186979 38.753919, -9.186758 38.753978, -9.186649 38.754056, -9.18642 38.754274, -9.18624 38.754449, -9.18614 38.754508)","LINESTRING(-9.187554 38.753549, -9.187261 38.753659, -9.186979 38.753919, -9.186758 38.753978, -9.186649 38.754056, -9.18642 38.754274, -9.18624 38.754449, -9.18614 38.754508)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,58,110611,,LISBOA,40% a 21% da velocidade de fluxo livre,1.28889,4.64,103,166,38.754,-9.18682,"LineString(-9.187554 38.753549, -9.187261 38.753659, -9.186979 38.753919, -9.186758 38.753978, -9.186649 38.754056, -9.18642 38.754274, -9.18624 38.754449, -9.18614 38.754508)","LINESTRING(-9.187554 38.753549, -9.187261 38.753659, -9.186979 38.753919, -9.186758 38.753978, -9.186649 38.754056, -9.18642 38.754274, -9.18624 38.754449, -9.18614 38.754508)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,58,110639,R. Prof. Reinaldo dos Santos,LISBOA,20% a 1% da velocidade de fluxo livre,3.70278,13.33,64,562,38.7505,-9.18621,"LineString(-9.188389 38.749582, -9.188318 38.749767, -9.187933 38.750576, -9.187868 38.750663, -9.187776 38.750737, -9.187666 38.75079, -9.187553 38.750823, -9.187416 38.750834, -9.186888 38.750794, -9.186191 38.750741, -9.185506 38.750689, -9.185342 38.750677, -9.185031 38.75066, -9.184822 38.750648, -9.184615 38.750618, -9.184506 38.750579, -9.184417 38.750533, -9.184305 38.75043, -9.184267 38.750329, -9.184297 38.750051, -9.184311 38.749916, -9.18433 38.74975, -9.184391 38.749463)","LINESTRING(-9.188389 38.749582, -9.188318 38.749767, -9.187933 38.750576, -9.187868 38.750663, -9.187776 38.750737, -9.187666 38.75079, -9.187553 38.750823, -9.187416 38.750834, -9.186888 38.750794, -9.186191 38.750741, -9.185506 38.750689, -9.185342 38.750677, -9.185031 38.75066, -9.184822 38.750648, -9.184615 38.750618, -9.184506 38.750579, -9.184417 38.750533, -9.184305 38.75043, -9.184267 38.750329, -9.184297 38.750051, -9.184311 38.749916, -9.18433 38.74975, -9.184391 38.749463)"
Avenida do Colégio Militar,eyckqy,2026-08-31,18,0,110608,R. Dr. João Couto,LISBOA,40% a 21% da velocidade de fluxo livre,2.975,10.71,73,380,38.7505,-9.18962,"LineString(-9.188874 38.751784, -9.188715 38.751656, -9.188694 38.751499, -9.188752 38.751392, -9.188945 38.751035, -9.189069 38.750806, -9.189477 38.749911, -9.189553 38.74986, -9.189657 38.749848, -9.190007 38.749907, -9.190574 38.750021, -9.190741 38.750051, -9.191179 38.750137)","LINESTRING(-9.188874 38.751784, -9.188715 38.751656, -9.188694 38.751499, -9.188752 38.751392, -9.188945 38.751035, -9.189069 38.750806, -9.189477 38.749911, -9.189553 38.74986, -9.189657 38.749848, -9.190007 38.749907, -9.190574 38.750021, -9.190741 38.750051, -9.191179 38.750137)"
Avenida do Colégio Militar,eyckqy,2026-08-31,18,4,110608,Estr. de Benfica,LISBOA,20% a 1% da velocidade de fluxo livre,3.84444,13.84,98,929,38.7504,-9.1975,"LineString(-9.192327 38.749459, -9.192755 38.749539, -9.194126 38.749794, -9.194829 38.749933, -9.196123 38.750234, -9.197458 38.750551, -9.197978 38.750659, -9.198451 38.750733, -9.198866 38.750756, -9.199381 38.750726, -9.200485 38.750609, -9.201079 38.750582, -9.202045 38.750895, -9.202518 38.751048, -9.202661 38.751095)","LINESTRING(-9.192327 38.749459, -9.192755 38.749539, -9.194126 38.749794, -9.194829 38.749933, -9.196123 38.750234, -9.197458 38.750551, -9.197978 38.750659, -9.198451 38.750733, -9.198866 38.750756, -9.199381 38.750726, -9.200485 38.750609, -9.201079 38.750582, -9.202045 38.750895, -9.202518 38.751048, -9.202661 38.751095)"
Avenida do Colégio Militar,eyckqy,2026-08-31,18,4,110608,Lg. da Revista Militar,LISBOA,60% a 41% da velocidade de fluxo livre,0.766667,2.76,387,322,38.7544,-9.19162,"LineString(-9.19324 38.754991, -9.192986 38.755006, -9.192824 38.754997, -9.192642 38.754966, -9.192458 38.754904, -9.190311 38.753754, -9.190159 38.753671, -9.190063 38.753616)","LINESTRING(-9.19324 38.754991, -9.192986 38.755006, -9.192824 38.754997, -9.192642 38.754966, -9.192458 38.754904, -9.190311 38.753754, -9.190159 38.753671, -9.190063 38.753616)"
Avenida do Colégio Militar,eyckqy,2026-08-31,18,5,110611,"Ac. Benfica, Estádio, Hipermercado",LISBOA,60% a 41% da velocidade de fluxo livre,0.486111,1.75,528,267,38.7532,-9.18769,"LineString(-9.186377 38.753591, -9.186509 38.753551, -9.186693 38.753395, -9.186839 38.753297, -9.187164 38.753123, -9.187299 38.753066, -9.187507 38.752979, -9.187764 38.752927, -9.187997 38.752929, -9.18838 38.753042, -9.18889 38.75331, -9.189049 38.753342)","LINESTRING(-9.186377 38.753591, -9.186509 38.753551, -9.186693 38.753395, -9.186839 38.753297, -9.187164 38.753123, -9.187299 38.753066, -9.187507 38.752979, -9.187764 38.752927, -9.187997 38.752929, -9.18838 38.753042, -9.18889 38.75331, -9.189049 38.753342)"
Avenida do Colégio Militar,eyckqy,2026-08-31,18,5,110611,"Ac. Benfica, Estádio, Hipermercado",LISBOA,60% a 41% da velocidade de fluxo livre,0.566667,2.04,450,267,38.7532,-9.18769,"LineString(-9.186377 38.753591, -9.186509 38.753551, -9.186693 38.753395, -9.186839 38.753297, -9.187164 38.753123, -9.187299 38.753066, -9.187507 38.752979, -9.187764 38.752927, -9.187997 38.752929, -9.18838 38.753042, -9.18889 38.75331, -9.189049 38.753342)","LINESTRING(-9.186377 38.753591, -9.186509 38.753551, -9.186693 38.753395, -9.186839 38.753297, -9.187164 38.753123, -9.187299 38.753066, -9.187507 38.752979, -9.187764 38.752927, -9.187997 38.752929, -9.18838 38.753042, -9.18889 38.75331, -9.189049 38.753342)"
